AmountSaved,Úspora
ScotApp_182,"Suma, ktorú ste zadali za tento kupón, je príliš vysoká.\n\nTento systém nemôže akceptovať tento kupón."
ScotApp_733,Karta odmietnutá.\nPoužite inú kartu alebo zaplaťte v hotovosti.
ScotApp_812,Ďakujeme vám za použitie samoobslužnej pokladne NCR.\nOdneste darčekovú kartu k pokladníkovi.
ScotApp_1826,Chcete uložiť svoje preferencie na vernostnú kartu?
ScotApp_1852,Vyberte zrušený tovar z baliaceho priestoru.
QRCodeErrorText,QR Code Error
ScanQRCodeInstruction,Scan this code to complete\nyour Mobile shopping.
ScotApp_1896,Transferring items from mobile cart.
ScotApp_1897,Čakajte...
ScotApp_1898,Mobile Cart
ScotApp_1899,Mobile Audit
ScotApp_1900,Mobile Shopper Audit
ScotApp_1901,"Touch ""OK"" then use Attendant Handset to complete audit."
ScotApp_1902,Begin Mobile Transaction
ScotApp_1903,End Mobile Transaction
ScotApp_1904,%d Items Sold
ScotApp_1905,Scan barcode to complete your Mobile checkout.
ScotApp_1906,Mobile cart transfer is complete.
ScotApp_1907,\nTouch Pay or add more items.
MoveLeft,< Move
MoveRight,Move >
Accessibility,Accessibility
SearchItemCodeWatermark,Enter Item Code
ScanAndBagNoSearchKeyIn,Scan or look up item to start
ScanLookUpKeyInItem,"Scan, look up, or key in item code to start."
LookUpKeyInItem,Look up or Key in Item
ScanOrKeyInItem,Scan or Key in Item
XM_MenuSetupLoaderV6HW,Nastaviť vkladač
XM_SetupLoaderNotEmptyV6HW,"\nWhen swapping loaders, because the current loader\ncount is greater than zero, manually remove the notes from the current loader and add the notes to the new loader."
RemoveItemFromProduceScale,Remove item from scale.
RemoveItemFromProduceScaleTitle,Remove Item
